id,first_name,gender,age,expected_years_left,total years,criminal,IQ,health,job,skill,race,university,country,drug_use,smoking,relative_bais,psychopath,no_of_dependant,no_of_pet,killer,contribution_to_humanity
812,Kylie,Female,28,30,58,0.0,111,0,Human Resources Manager,OTN,Iroquois,Hue University,Vietnam,0,0,0,0,0.0,4.0,0,0
813,Stanwood,Male,49,22,71,0.0,116,1,Editor,Consumer Behaviour,Navajo,Novosibirsk State University,Russia,Weekly,0,0,0,0.0,11.0,0,0
814,Claudell,Male,42,38,80,0.0,97,1,Computer Systems Analyst IV,,Melanesian,,,Monthly,0,0,1,0.0,3.0,0,0
815,Aurore,Female,23,38,61,0.0,82,0,Civil Engineer,Retail,Shoshone,Universitas HKBP Nommensen,Indonesia,0,Yearly,0,0,3.0,0.0,0,0
816,Mariska,Female,33,22,55,0.0,94,0,Nuclear Power Engineer,R&amp;TTE,Costa Rican,University of Ljubljana,Slovenia,Yearly,Seldom,0,0,4.0,0.0,0,0
817,Trever,Male,13,23,36,0.0,99,0,Senior Quality Engineer,Cash Flow,Colombian,Liaocheng Teachers University,China,Often,Seldom,0,0,6.0,6.0,0,0
818,Donielle,Female,15,23,38,0.0,92,1,Legal Assistant,Sales Management,Eskimo,Agriculture and Forestry University,Nepal,0,Weekly,0,0,17.0,1.0,0,0
819,Buckie,Male,29,42,71,0.0,105,0,Geological Engineer,DB2,Eskimo,Universidad Nacional Santiago Antúnez de Mayolo,Peru,0,Monthly,0,0,0.0,0.0,0,0
820,Reamonn,Male,31,40,71,0.0,102,0,Environmental Specialist,,Micronesian,,,0,Seldom,0,0,0.0,0.0,0,0
821,Alford,Male,36,42,78,0.0,80,0,Senior Sales Associate,DBC,Shoshone,Universidade Estadual do Ceará,Brazil,Often,0,0,0,0.0,0.0,0,0
822,Jens,Male,46,12,58,0.0,87,0,Associate Professor,PBIS,Filipino,Instituto Superior Politécnico José Antonio Echeverría,Cuba,0,Daily,0,0,0.0,0.0,0,0
823,Don,Male,39,34,73,0.0,103,0,Geological Engineer,RCS Master Control,Crow,Beijing University of Chemical Technology,China,Often,0,0,0,2.0,2.0,0,0
824,Homerus,Male,33,26,59,0.0,97,0,Compensation Analyst,,Vietnamese,,,Yearly,0,0,1,4.0,1.0,0,0
825,Roxy,Female,3,30,33,0.0,102,1,Accountant III,MPBN,Cambodian,Universitas Persada Indonesia Y.A.I,Indonesia,Weekly,0,0,1,4.0,7.0,0,0
826,Emlynne,Female,22,37,59,0.0,108,0,Executive Secretary,Utility Industry,Chippewa,Universidad INCCA de Colombia,Colombia,0,Weekly,0,1,2.0,13.0,0,0
827,Carolus,Male,15,20,35,0.0,86,0,Product Engineer,TKI,American Indian,Kharkiv State Medical University,Ukraine,0,Weekly,0,0,0.0,1.0,0,0
828,Rubin,Male,26,21,47,0.0,92,0,Engineer I,Workplace Violence,Native Hawaiian,Zhengda Software College,China,Daily,0,0,0,6.0,0.0,0,0
829,Ursola,Female,27,36,63,0.0,91,0,Database Administrator I,EOI,Mexican,Open University of Tanzania,Tanzania,0,Often,0,0,4.0,0.0,0,0
830,Nanci,Female,45,27,72,0.0,101,0,Biostatistician I,IVIVC,Chippewa,Great Lakes Christian College,United States,Often,0,0,0,10.0,3.0,0,0
831,Barbra,Female,40,21,61,0.0,96,0,Occupational Therapist,,Tohono O'Odham,,,0,Daily,0,0,0.0,0.0,0,0
832,Aubine,Female,15,46,61,0.0,92,1,Occupational Therapist,FEED,Polynesian,China University of Mining Technology - Xuzhou,China,Yearly,Weekly,0,0,0.0,11.0,0,0
833,Adelaida,Female,34,34,68,0.0,102,1,Account Representative III,Molecular Dynamics,Comanche,China Academy of Art,China,0,0,0,0,4.0,7.0,0,0
834,Pammy,Female,40,33,73,0.0,82,1,Tax Accountant,Passionate about work,Peruvian,Catholic University of Malawi,Malawi,Seldom,Monthly,0,0,14.0,2.0,0,0
835,Jeth,Male,31,14,45,0.0,117,0,Recruiter,Fine Dining,Comanche,Taiyuan University of Technology,China,0,0,0,0,0.0,9.0,0,0
836,Darnall,Male,23,43,66,0.0,97,1,,XOG,Pima,Norway's Information Technology University College,Norway,0,Often,0,0,9.0,6.0,0,0
837,Ceciley,Female,12,26,38,0.0,130,0,VP Accounting,Art,Panamanian,Universidad de Cartago,Panama,0,0,0,0,1.0,6.0,0,0
838,Ruth,Female,38,2,40,0.0,83,0,Geological Engineer,Yardi Property Management,Costa Rican,Yunnan University,China,0,0,0,0,10.0,11.0,0,0
839,Matty,Female,28,47,75,0.0,113,1,Recruiter,Ektron,Cuban,University of the Philippines Manila,Philippines,0,0,0,0,0.0,8.0,0,0
840,Constantine,Male,29,7,36,0.0,113,1,Social Worker,,Pakistani,,,0,Never,0,1,2.0,0.0,0,0
841,Sianna,Female,41,6,47,1.0,89,0,Design Engineer,Ion Channels,Venezuelan,Southern Medial University,China,Seldom,Often,0,0,5.0,17.0,0,0
842,Deeann,Female,10,38,48,0.0,107,1,Help Desk Technician,International Human Rights,Vietnamese,Beijing Union University,China,0,0,0,0,5.0,11.0,0,0
843,Fee,Male,47,27,74,0.0,80,1,Physical Therapy Assistant,Chronic Illness,Melanesian,Ecole Nationale Supérieur des Ingénieur des Etudes et Techniques d'Armement,France,0,0,0,0,12.0,2.0,0,0
844,Tris,Male,21,21,42,1.0,101,1,Teacher,,Cherokee,,,0,0,0,0,5.0,1.0,0,0
845,Curry,Male,43,36,79,0.0,94,0,VP Accounting,Capacity Utilization,Eskimo,"University of the East, Ramon Magsaysay Memorial Medical Center",Philippines,0,0,0,0,0.0,0.0,0,0
846,Lorette,Female,36,45,81,0.0,98,0,Actuary,IFRS,Colville,Osaka University,Japan,0,0,0,0,6.0,5.0,0,0
847,Rosalinda,Female,24,14,38,0.0,112,1,Assistant Professor,Flow Cytometry,Puerto Rican,Maryam Institute of Higher Education,Afghanistan,Seldom,0,0,0,6.0,13.0,0,0
848,Bobette,Female,33,49,82,0.0,103,1,Occupational Therapist,,Paraguayan,,,0,Often,0,0,3.0,0.0,0,0
849,Calli,Female,32,25,57,0.0,99,1,Senior Developer,IEX Total View,Mexican,Université de Savoie,France,0,Yearly,0,0,0.0,2.0,0,0
850,Patsy,Female,49,44,93,0.0,98,1,Research Assistant I,,Native Hawaiian,,,0,Seldom,0,0,2.0,0.0,0,0
851,Chad,Male,34,30,64,0.0,104,0,Structural Engineer,IT Operations,Korean,Universitas Merdeka Malang,Indonesia,0,0,0,0,7.0,1.0,0,0
852,Uri,Male,34,32,66,0.0,127,0,Librarian,CCIE,Chamorro,Ecole Nationale Supérieur de Mécanique et d'Aéronautique,France,Often,0,0,0,0.0,6.0,0,0
853,Corella,Female,24,47,71,0.0,97,0,GIS Technical Architect,PDM,Ottawa,Universidade Federal Rural do Rio de Janeiro,Brazil,0,0,0,0,1.0,5.0,0,0
854,Ingmar,Male,46,33,79,0.0,87,0,Accounting Assistant I,JCAHO,Puerto Rican,Universitas Islam Indonesia,Indonesia,Monthly,0,0,0,3.0,0.0,0,0
855,Alie,Female,24,12,36,0.0,108,1,Tax Accountant,Urban Redevelopment,Melanesian,Birzeit University,Palestinian Territory,0,0,0,0,0.0,2.0,0,0
856,Corliss,Female,38,41,79,0.0,104,0,Executive Secretary,Recognition Awards,Hmong,Massey University,New Zealand,0,0,0,0,0.0,4.0,0,0
857,Teddi,Female,34,36,70,0.0,90,1,Desktop Support Technician,,Indonesian,,,Weekly,0,0,0,0.0,0.0,0,0
858,Jemmy,Female,28,43,71,0.0,107,1,Administrative Officer,PDI,Shoshone,Instituto Politecnico do Porto,Portugal,Often,Yearly,0,0,13.0,11.0,0,0
859,Eb,Male,25,12,37,1.0,109,1,Web Designer III,Global Mobility,American Indian and Alaska Native (AIAN),Universitas Muhammadiyah Malang,Indonesia,0,0,0,0,0.0,1.0,0,0
860,Kaia,Female,33,3,36,1.0,103,0,,FMA,Chamorro,Cork Institute of Technology,Ireland,Once,0,0,0,1.0,6.0,0,0
861,Gwenora,Female,31,39,70,1.0,98,0,Software Consultant,History,Argentinian,Saint Mary's University,Philippines,0,Daily,0,0,0.0,0.0,0,0
862,Katerina,Female,19,25,44,0.0,76,1,Research Nurse,HP Service Manager,Peruvian,Université de Corse Pascal Paoli,France,0,0,0,0,3.0,5.0,0,0
863,Livvy,Female,58,44,102,0.0,104,1,Safety Technician III,SharePoint Server,Alaskan Athabascan,Université François Rabelais de Tours,France,Yearly,0,0,0,0.0,1.0,0,0
864,Allyce,Female,22,11,33,0.0,92,0,Software Engineer IV,Vulnerability,Native Hawaiian and Other Pacific Islander (NHPI),Bennington College,United States,0,Yearly,0,0,0.0,8.0,0,0
865,Loella,Female,32,39,71,0.0,85,0,Junior Executive,JCAPS,Guatemalan,Higher School of Economics,Russia,Yearly,Weekly,0,0,0.0,0.0,0,0
866,Tamara,Female,27,23,50,0.0,120,1,Clinical Specialist,Event Planning,Hmong,Changchun University of Technology,China,0,0,0,0,9.0,0.0,0,0
867,Erma,Female,40,21,61,0.0,117,0,Operator,PFlow,Laotian,Agder University College,Norway,Yearly,Yearly,0,0,2.0,0.0,0,0
868,Calhoun,Male,28,32,60,0.0,98,0,Human Resources Assistant II,SSL Certificates,Ute,"Institute of Classical Studies, University of London","Bonaire, Saint Eustatius and Saba ",0,Never,0,0,0.0,2.0,0,0
869,Kathy,Female,52,57,109,1.0,111,0,Desktop Support Technician,Police,Ottawa,Freed-Hardeman University,United States,0,Daily,0,0,0.0,0.0,0,0
870,Katy,Female,44,26,70,0.0,86,0,General Manager,HSM,Laotian,Universitas Wisnuwardhana,Indonesia,Once,0,0,0,1.0,4.0,0,0
871,Audra,Female,30,48,78,0.0,111,1,,Qbasic,Puget Sound Salish,Politeknik Negeri Lhokseumawe,Indonesia,0,0,0,0,14.0,4.0,0,0
872,Nicholle,Female,14,23,37,1.0,103,0,Information Systems Manager,Financial Audits,Argentinian,East China Jiao Tong University,China,0,0,0,0,1.0,5.0,0,0
873,Thorstein,Male,24,12,36,0.0,108,1,Staff Scientist,MVT,Micronesian,National Metallurgical Academy of Ukraine,Ukraine,0,Daily,0,0,2.0,5.0,0,0
874,Patrica,Female,14,34,48,0.0,118,0,Media Manager III,QA Engineering,Kiowa,Ateneo de Manila University,Philippines,0,0,0,0,0.0,0.0,0,0
875,Onida,Female,41,21,62,0.0,78,1,Statistician IV,,Panamanian,,,Daily,0,0,0,2.0,0.0,0,0
876,Orella,Female,38,15,53,0.0,100,0,Assistant Manager,SFTP,Yakama,Université d'Antsiranana,Madagascar,Yearly,0,0,0,7.0,13.0,0,0
877,Bertina,Female,29,23,52,0.0,125,0,Information Systems Manager,Avid Media Composer,Cheyenne,Universitas Muslim Indonesia,Indonesia,0,0,0,0,0.0,0.0,0,0
878,Abbi,Female,39,38,77,0.0,96,1,Clinical Specialist,Tiles,Chilean,Jagiellonian University Cracow,Poland,0,Daily,0,0,0.0,13.0,0,0
879,Livvy,Female,21,21,42,0.0,99,0,Editor,FDDI,Iroquois,Palacky University,Czech Republic,0,Daily,0,0,5.0,5.0,0,0
880,Bellanca,Female,26,28,54,0.0,104,0,Technical Writer,PPE,Native Hawaiian and Other Pacific Islander (NHPI),Chengdu Institute of Sichuan International Studies University,China,Daily,0,0,0,0.0,0.0,0,0
881,Christel,Female,14,37,51,0.0,104,0,Teacher,Quality Improvement,Cuban,"Rajamangala University of Technology, Lanna Chiang Rai",Thailand,0,0,0,0,0.0,7.0,0,0
882,Patrick,Male,28,32,60,0.0,94,1,Assistant Manager,Navigation,Mexican,University of South Asia,Pakistan,0,0,0,1,3.0,1.0,0,0
883,Bunni,Female,27,39,66,0.0,93,1,Civil Engineer,,Chinese,,,Often,Never,0,0,5.0,8.0,0,0
884,Carita,Female,26,40,66,1.0,97,0,Quality Control Specialist,IRAs,Chamorro,Universidade Federal do ABC,Brazil,Weekly,Seldom,0,0,0.0,12.0,0,0
885,Devi,Female,41,11,52,0.0,103,0,Budget/Accounting Analyst III,UV-Vis-NIR,Kiowa,Divine Word College of Legazpi,Philippines,Once,0,0,0,0.0,0.0,0,0
886,Galven,Male,25,39,64,0.0,98,1,,Flash Animation,Apache,Bethel College Newton,United States,0,Yearly,0,0,0.0,2.0,0,0
887,Bertrand,Male,33,8,41,1.0,91,0,VP Quality Control,IDS,Micronesian,Inner Mongolia Agricultural University,China,0,Seldom,0,0,8.0,6.0,0,0
888,Thain,Male,46,40,86,0.0,104,1,,,Melanesian,,,0,0,0,0,0.0,11.0,0,0
889,Catherine,Female,27,13,40,0.0,96,1,Account Executive,CWS,Creek,Andrzej Frycz Modrzewski Cracow College,Poland,0,0,0,0,11.0,3.0,0,0
890,Early,Male,33,26,59,0.0,125,1,Research Associate,Hands-on Training,Delaware,Irkutsk State Academy of Economics,Russia,0,Daily,0,0,1.0,0.0,0,0
891,Rice,Male,28,38,66,1.0,91,1,Analog Circuit Design manager,Abaqus,Cree,Prasetiya Mulya Business School,Indonesia,0,0,0,0,1.0,2.0,0,0
892,Filippo,Male,38,23,61,0.0,103,1,Computer Systems Analyst IV,Ambulatory,Cherokee,Universitas HKBP Nommensen,Indonesia,Monthly,0,0,0,0.0,3.0,0,0
893,Arlette,Female,22,49,71,0.0,95,0,Dental Hygienist,,Tongan,,,Once,Once,0,0,3.0,3.0,0,0
894,Imojean,Female,23,31,54,0.0,121,1,Web Developer III,ILOG,Colville,Sana'a University,Yemen,Often,0,0,0,6.0,0.0,0,0
895,Chalmers,Male,14,16,30,0.0,116,0,Statistician II,WSPG,Taiwanese,Université de la Reunion,Reunion,0,0,0,0,0.0,0.0,0,0
896,Stormie,Female,9,25,34,0.0,93,0,Quality Control Specialist,Piano Education,Guatemalan,Centro Escolar University,Philippines,0,Seldom,0,0,5.0,2.0,0,0
897,Rebecka,Female,29,38,67,1.0,88,1,Senior Developer,Oozie,Ottawa,University of Sarajevo,Bosnia and Herzegovina,0,Monthly,0,0,1.0,4.0,0,0
898,Dennie,Male,17,43,60,0.0,109,0,Tax Accountant,,Bolivian,,,0,0,0,0,6.0,8.0,0,0
899,Dorella,Female,25,0,25,0.0,114,0,Pharmacist,,Venezuelan,,,0,Seldom,0,0,2.0,7.0,0,0
900,Dorian,Female,24,28,52,0.0,87,0,Sales Associate,BPWin,Asian Indian,Tianjin Polytechnic University,China,0,0,0,0,0.0,0.0,0,0
901,Davine,Female,25,35,60,0.0,89,1,Web Designer III,RPM,American Indian,Université de Bangui,Central African Republic,0,0,0,0,0.0,0.0,0,0
902,Robinet,Male,21,39,60,0.0,118,0,,Employee Handbooks,Asian,Universidade da Beira Interior,Portugal,0,Seldom,0,0,10.0,0.0,0,0
903,Archibold,Male,27,43,70,0.0,105,0,Compensation Analyst,JCAHO,Paiute,Universidad Tecnológica Centroamericana,Honduras,0,0,0,1,2.0,8.0,0,0
904,Ninnette,Female,27,40,67,0.0,79,0,,RCSA,Sioux,Perak Islamic College,Malaysia,Seldom,0,0,0,8.0,0.0,0,0
905,Nicolea,Female,32,27,59,0.0,101,0,Registered Nurse,IT Management,Choctaw,Universitas Advent Indonesia,Indonesia,0,Seldom,0,0,0.0,0.0,0,0
906,Timmie,Male,33,37,70,0.0,114,1,Structural Engineer,RS Means,Cherokee,Pokhara University,Nepal,0,Once,0,0,0.0,2.0,0,0
907,Rafa,Female,16,31,47,0.0,100,0,Software Test Engineer IV,,Venezuelan,,,Never,0,0,0,2.0,4.0,0,0
908,Corette,Female,33,31,64,0.0,94,0,Automation Specialist III,Audio Typing,Spaniard,Ecole Supérieure Internationale d'Administration des Entreprises,France,0,0,0,0,2.0,0.0,0,0
909,Celeste,Female,32,21,53,1.0,120,0,Structural Analysis Engineer,Screening Resumes,Chilean,Liaoning Normal University,China,0,Never,0,0,1.0,2.0,0,0
910,Gabie,Male,20,42,62,0.0,89,0,Engineer II,GSS,Cuban,Menoufia University,Egypt,0,Daily,0,0,1.0,16.0,0,0
911,Germayne,Male,21,11,32,0.0,89,1,Civil Engineer,,Panamanian,,,0,0,0,0,0.0,6.0,0,0
912,Pavlov,Male,17,48,65,1.0,89,0,Health Coach I,,Dominican (Dominican Republic),,,0,0,0,0,2.0,2.0,0,0
913,Nickolaus,Male,26,50,76,0.0,108,0,Administrative Officer,Titration,Venezuelan,Universidad Nacional de Educación Enrique Guzmán y Valle,Peru,Never,Daily,0,0,0.0,7.0,0,0
914,Alisun,Female,39,17,56,0.0,101,1,,Agriculture,Houma,Universidad del Quindío,Colombia,Monthly,0,0,0,2.0,1.0,0,0
915,Stanleigh,Male,44,21,65,0.0,111,1,Account Coordinator,HSE auditing,Chilean,Universitas Wisnuwardhana,Indonesia,0,0,0,0,2.0,0.0,0,0
916,Susan,Female,20,47,67,0.0,99,0,Registered Nurse,,Sri Lankan,,,0,0,0,0,4.0,9.0,0,0
917,Alastair,Male,21,26,47,0.0,107,1,Assistant Media Planner,JIT,Nicaraguan,University of Kragujevac,Serbia,Seldom,0,0,0,0.0,0.0,0,0
918,Randi,Female,29,37,66,1.0,97,1,Senior Cost Accountant,,Kiowa,,,0,0,0,0,2.0,9.0,0,0
919,Orlan,Male,40,33,73,0.0,84,1,Help Desk Operator,Cfengine,Creek,Unitomo Surabaya,Indonesia,0,0,0,0,0.0,5.0,0,0
920,Maxim,Male,40,28,68,0.0,103,1,Human Resources Assistant IV,,Hmong,,,0,Monthly,0,0,8.0,3.0,0,0
921,Connor,Male,15,19,34,0.0,112,0,Chief Design Engineer,Thermal Oxidizers,Vietnamese,Xiangtan University,China,0,Never,0,0,2.0,2.0,0,0
922,Barbey,Female,24,29,53,1.0,121,1,Structural Analysis Engineer,,Thai,,,0,Often,0,1,10.0,5.0,0,0
923,Christine,Female,39,29,68,0.0,104,1,VP Sales,Epi Info,Cherokee,St. Thomas University,Canada,0,0,0,0,3.0,1.0,0,0
924,Chandal,Female,23,22,45,1.0,106,0,Mechanical Systems Engineer,360 Feedback,Crow,Oklahoma State University,United States,Never,0,0,0,4.0,0.0,0,0
925,Raphaela,Female,45,37,82,0.0,100,0,Librarian,VBScript,Native Hawaiian and Other Pacific Islander (NHPI),Instituto de Enseñanza Superior del Ejército,Argentina,0,Daily,0,0,2.0,0.0,0,0
926,Phillipp,Male,19,18,37,0.0,101,1,Web Developer I,RDF,Creek,Xi'an Academy of Fine Art,China,0,0,0,0,1.0,0.0,1,0
927,Niki,Female,7,26,33,0.0,104,0,Paralegal,CISA,Yuman,Irish International University (Distance Education),Ireland,0,0,0,0,0.0,0.0,0,0
928,Craggy,Male,23,28,51,0.0,105,1,VP Quality Control,Solvency II,Pueblo,Saratov State Technical University,Russia,Weekly,0,0,0,5.0,4.0,0,0
929,Lola,Female,26,30,56,0.0,103,0,Statistician I,European Studies,Cuban,Siberian State Medical University,Russia,0,0,0,0,3.0,1.0,0,0
930,Donavon,Male,18,55,73,0.0,89,0,Developer II,QRC,Tongan,Adeyemi College of Education,Nigeria,0,Yearly,0,0,2.0,0.0,0,0
931,Lynde,Female,50,20,70,0.0,99,0,Senior Cost Accountant,Demand Generation,Cuban,Northern Caribbean University,Jamaica,0,0,0,0,6.0,0.0,0,0
932,Dukey,Male,18,9,27,0.0,86,0,Design Engineer,NIR Spectroscopy,Micronesian,University of the Cordilleras,Philippines,0,Monthly,0,0,11.0,0.0,0,0
933,Emlynne,Female,15,42,57,0.0,93,1,Structural Engineer,TIG Welding,Ecuadorian,Politeknik Negeri Malang,Indonesia,Often,Once,0,0,5.0,5.0,0,0
934,Brigit,Female,6,29,35,0.0,93,1,Actuary,ZBrush,Indonesian,Université Chrétienne Bilingue du Congo,Democratic Republic of the Congo,0,Daily,0,0,1.0,3.0,0,0
935,Merridie,Female,43,29,72,0.0,107,1,Research Associate,PTP,Delaware,University of Aleppo,Syria,Weekly,0,0,1,0.0,0.0,0,0
936,Roman,Male,21,32,53,0.0,94,0,Office Assistant III,Human Capital Management,Seminole,Uganda Christian University,Uganda,Monthly,Yearly,0,0,12.0,0.0,0,0
937,Dian,Female,45,23,68,0.0,100,1,Senior Sales Associate,Workers Compensation,Crow,Shanghai Sipo Polytechnic,China,Often,0,0,0,1.0,0.0,0,0
938,Blaine,Male,24,21,45,0.0,99,0,Help Desk Operator,Agilent ADS,Sri Lankan,Kazan State Music Conservatory,Russia,0,0,0,0,15.0,0.0,0,0
939,Dale,Male,32,43,75,1.0,101,1,Administrative Officer,,Peruvian,,,Weekly,0,0,0,0.0,6.0,0,0
940,Warden,Male,8,21,29,0.0,108,1,Structural Engineer,,Laotian,,,0,0,0,0,0.0,5.0,0,0
941,Ashely,Female,33,31,64,0.0,74,0,Civil Engineer,,Houma,,,Once,Once,0,0,2.0,2.0,0,0
942,Gilbertine,Female,30,18,48,0.0,101,0,Director of Sales,,Menominee,,,0,Weekly,0,0,0.0,3.0,0,0
943,Arvin,Male,33,26,59,0.0,87,0,Design Engineer,Feature Films,Puget Sound Salish,Shanghai University of Finance and Economics,China,Daily,0,0,0,0.0,6.0,0,0
944,Wilt,Male,33,34,67,0.0,107,0,Analyst Programmer,,Choctaw,,,0,Seldom,0,0,8.0,4.0,0,0
945,Sheffie,Male,29,29,58,0.0,107,0,Tax Accountant,Chamber Music,Tohono O'Odham,Universidad Pedagógica Nacional,Mexico,0,Once,0,0,0.0,9.0,0,0
946,Gaylene,Female,39,34,73,0.0,116,0,Desktop Support Technician,Nastran,Native Hawaiian and Other Pacific Islander (NHPI),University of Perpetual Help,Philippines,Seldom,Weekly,0,1,1.0,5.0,0,0
947,Woodman,Male,40,13,53,0.0,101,1,Web Developer III,Gas Turbines,Paraguayan,International University College,Bulgaria,0,0,0,0,3.0,0.0,0,0
948,Kelsi,Female,18,46,64,0.0,97,0,Assistant Media Planner,Job Fairs,American Indian,Kursk State Technical University,Russia,0,0,0,1,2.0,0.0,0,0
949,Jaclin,Female,31,30,61,0.0,102,0,Assistant Professor,Djbdns,Uruguayan,Guizhou Normal University,China,0,Often,0,0,0.0,6.0,0,0
950,Corabella,Female,21,18,39,0.0,111,1,Assistant Manager,DC Circuits,Eskimo,Azerbaijan International University,Azerbaijan,0,0,0,0,4.0,4.0,0,0
951,Der,Male,35,43,78,0.0,104,0,Data Coordiator,HR Management,Crow,RMIT International University Vietnam,Vietnam,0,Once,0,0,0.0,4.0,0,0
952,Tony,Female,20,24,44,0.0,101,0,Senior Financial Analyst,Financial Services,Tlingit-Haida,Universidad de San Andres,Chile,0,0,0,0,0.0,10.0,0,0
953,Theodoric,Male,33,7,40,0.0,103,1,Recruiting Manager,Gstreamer,Malaysian,Universidade dos Acores,Portugal,0,0,0,0,1.0,2.0,0,0
954,Glyn,Male,23,28,51,0.0,99,1,Web Designer III,,Venezuelan,,,0,Seldom,0,0,6.0,0.0,0,0
955,Kendricks,Male,21,39,60,1.0,82,1,Librarian,MVNE,Melanesian,Misamis University,Philippines,0,0,0,1,6.0,0.0,0,0
956,Francklin,Male,18,25,43,0.0,98,1,Web Designer IV,WDK,Lumbee,Mongolian University of Science and Technology,Mongolia,0,Weekly,0,0,0.0,0.0,0,0
957,Oralie,Female,32,33,65,0.0,87,1,Nurse,Hazardous Materials,Yakama,Instituto Universitario CEMA,Argentina,0,Seldom,0,0,5.0,0.0,0,0
958,Maura,Female,38,34,72,0.0,100,1,VP Accounting,Utilities,Asian,University of Otago,New Zealand,0,0,0,0,1.0,12.0,0,0
959,Winnah,Female,36,29,65,0.0,89,0,Tax Accountant,EASA,Yakama,Universitas Islam Malang,Indonesia,Yearly,Seldom,0,0,0.0,0.0,0,0
960,Saloma,Female,34,22,56,1.0,103,1,Engineer I,Spring DM,Japanese,Hubei University,China,0,Daily,0,0,0.0,0.0,0,0
961,Agustin,Male,31,30,61,0.0,96,1,Payment Adjustment Coordinator,IEC 60601,Yaqui,"University College London, University of London",Kosovo,0,Seldom,0,0,0.0,7.0,0,0
962,Silvan,Male,36,32,68,0.0,97,1,Dental Hygienist,XML Programming,Colombian,North Central Bible College,United States,0,0,0,0,0.0,0.0,0,0
963,Sallee,Female,39,29,68,0.0,96,0,Analyst Programmer,Venipuncture,Dominican (Dominican Republic),Karolinska Institute Stockholm,Sweden,0,0,0,0,8.0,0.0,0,0
964,Denney,Male,18,44,62,0.0,93,1,Help Desk Technician,MP3,Creek,Universidad Nacional de La Plata,Argentina,0,0,0,0,9.0,0.0,0,0
965,Verne,Male,46,20,66,0.0,113,1,Cost Accountant,Hearings,Blackfeet,Universidad Yacambu,Venezuela,0,Yearly,0,1,7.0,0.0,0,0
966,Ines,Female,51,29,80,0.0,115,1,Senior Quality Engineer,Comic Book Illustration,South American,Prague College,Czech Republic,Once,Daily,0,1,10.0,5.0,0,0
967,Haley,Male,33,40,73,0.0,108,0,Tax Accountant,CEO/CFO Certification,South American,2nd Military Medical University,China,0,0,0,0,0.0,1.0,0,0
968,Lucky,Female,29,20,49,0.0,100,1,Developer II,Pastoral Care,Guatemalan,Escola Superior de Artes e Design,Portugal,Monthly,0,0,0,0.0,0.0,0,0
969,Rawley,Male,33,22,55,0.0,95,0,VP Product Management,Xara,Korean,Ishinomaki Senshu University,Japan,Often,0,0,0,1.0,0.0,0,0
970,Elia,Male,37,43,80,0.0,91,1,Recruiter,LSAMS,Puerto Rican,Guangxi University for Nationalities,China,Daily,0,0,0,0.0,6.0,0,0
971,Far,Male,29,44,73,0.0,93,0,Director of Sales,,Sioux,,,0,Weekly,0,0,8.0,0.0,0,0
972,Garold,Male,25,21,46,1.0,93,1,Graphic Designer,Lean Manufacturing,Hmong,Instituto Politécnico de Beja,Portugal,0,Monthly,0,0,0.0,2.0,0,0
973,Arielle,Female,37,49,86,0.0,90,0,Legal Assistant,Capacity Utilization,Paiute,Renmin University of China,China,0,0,0,0,0.0,12.0,0,0
974,Carlotta,Female,35,17,52,0.0,104,0,Senior Cost Accountant,QinQ,Argentinian,Xihua University,China,0,0,0,0,2.0,3.0,0,0
975,Benjy,Male,34,45,79,0.0,94,1,Geologist II,SNOMED,Hmong,Universidad Catolica de Temuco,Chile,0,Seldom,0,0,5.0,4.0,0,0
976,Hetti,Female,49,31,80,0.0,87,0,,Ice Hockey,Comanche,Xi'an Highway University,China,0,0,0,0,0.0,6.0,0,0
977,Demetre,Male,14,44,58,1.0,97,0,Budget/Accounting Analyst I,,Korean,,,0,0,0,1,6.0,7.0,1,0
978,Seamus,Male,20,21,41,0.0,86,0,Paralegal,MSA,Fijian,Université Gamal Abdel Nasser de Conakry,Guinea,0,0,0,1,2.0,2.0,0,0
979,Brynna,Female,21,11,32,0.0,97,1,Cost Accountant,Enzyme Kinetics,Seminole,Universidad de Cartagena,Colombia,Never,Often,0,0,2.0,1.0,0,0
980,Brenn,Female,39,22,61,0.0,103,0,Pharmacist,Medical Terminology,Guamanian,Centro Universitário Barao de Maua,Brazil,Weekly,0,1,0,4.0,0.0,1,0
981,Kelley,Female,25,37,62,0.0,96,1,Registered Nurse,Salesforce.com,Polynesian,University of Technology Jamaica,Jamaica,Weekly,Once,0,0,2.0,5.0,0,0
982,Thorn,Male,46,16,62,0.0,89,1,Executive Secretary,,Paraguayan,,,0,0,0,0,0.0,6.0,0,0
983,Lefty,Male,7,19,26,0.0,106,0,Database Administrator III,Gynecologic Surgery,Chinese,Adeyemi College of Education,Nigeria,Once,0,0,1,1.0,4.0,0,0
